label,count,category,method,confidence,details
chemotherapy,337,Treatment,keyword,MEDIUM,keyword: therapy
ventilation,319,Treatment,llm,MEDIUM,"Ventilation can be a medical treatment, so it fits into the Treatment category."
Prior Treatment,300,Treatment,keyword,HIGH,exact_match: treatment
chip-antibody,298,Treatment,llm,MEDIUM,"The term 'chip-antibody' suggests a type of treatment or experimental condition, but it's not entirely clear."
treatment administration route,296,Treatment,keyword,HIGH,exact_match: treatment
treatment frequency,296,Treatment,keyword,HIGH,exact_match: treatment
study group,285,Treatment,keyword,HIGH,exact_match: group
diet,284,Treatment,llm,MEDIUM,Diet can be considered as a type of treatment
medications/vitamin names,284,Treatment,llm,HIGH,Medications/vitamin names are a type of treatment
stimulant,280,Treatment,llm,MEDIUM,Stimulant could be a type of treatment or intervention
drug,278,Treatment,keyword,HIGH,exact_match: drug
vaccination.assignment,275,Treatment,llm,HIGH,Vaccination assignment is a type of treatment or intervention
experimental group,256,Treatment,keyword,HIGH,exact_match: group
treatment dose,248,Treatment,keyword,HIGH,exact_match: treatment
surgical_interval_mo,245,Treatment,llm,HIGH,"Refers to the time interval between surgical procedures, which is a treatment-related characteristic"
treatment arm,232,Treatment,keyword,HIGH,exact_match: treatment
genetic modification,227,Treatment,similarity,MEDIUM,Similar to: chemical modification (score: 0.780)
treatment withdrawal,217,Treatment,keyword,HIGH,exact_match: treatment
treatment initiation,217,Treatment,keyword,HIGH,exact_match: treatment
recreational drugs,212,Treatment,keyword,LOW,pattern: .*drug.*
prescription drugs,212,Treatment,keyword,LOW,pattern: .*drug.*
active ingredient,212,Treatment,llm,HIGH,Active ingredient is a treatment
treatment-outcome code,211,Treatment,keyword,LOW,pattern: .*treatment.*
knockout,203,Treatment,llm,HIGH,Refers to a specific type of genetic modification or experimental design
radiation.therapy,200,Treatment,keyword,MEDIUM,keyword: therapy
primed,198,Treatment,llm,MEDIUM,Primed could refer to a treatment or preparation of the biospecimen or donor.
treatment protocol,197,Treatment,keyword,HIGH,exact_match: treatment
brain location,197,Treatment,similarity,MEDIUM,Similar to: treatment location (score: 0.750)
experimental replicate,196,Treatment,similarity,MEDIUM,Similar to: experimental group (score: 0.750)
case/control,191,Treatment,similarity,MEDIUM,Similar to: case or control (score: 0.815)
rip antibody,182,Treatment,llm,MEDIUM,Could be related to treatment or intervention
antibody manufacturer,182,Treatment,llm,MEDIUM,Could be related to treatment or intervention
molecular subtype,176,Treatment,similarity,MEDIUM,Similar to: molecular subgroup (score: 0.800)
treatment response,172,Treatment,keyword,HIGH,exact_match: treatment
enzymatic treatment,168,Treatment,keyword,HIGH,exact_match: treatment
vaccine group,168,Treatment,keyword,HIGH,exact_match: group
dose group,167,Treatment,keyword,HIGH,exact_match: group
protect outcome,167,Treatment,similarity,MEDIUM,Similar to: treatment outcome (score: 0.750)
group description,162,Treatment,keyword,HIGH,exact_match: group
inhibitor treatment,161,Treatment,keyword,HIGH,exact_match: treatment
other_medication,158,Treatment,similarity,MEDIUM,Similar to: acute medication (score: 0.750)
diabetes_medication,158,Treatment,llm,HIGH,"Diabetes medication is a type of treatment, which is a characteristic of the biospecimen."
chip antibody lot,156,Treatment,llm,HIGH,"Chip antibody lot refers to a specific batch of antibodies used in an experiment, which could be considered a treatment or experimental condition."
knockdown,147,Treatment,llm,HIGH,Knockdown is a type of treatment or experimental condition
dose_group,144,Treatment,keyword,LOW,pattern: .*group.*
batch group,120,Treatment,keyword,HIGH,exact_match: group
exposed stress,118,Treatment,llm,MEDIUM,"Exposed stress could be a type of treatment or experimental condition, but it is not entirely clear without more context."
previous treatments,113,Treatment,keyword,LOW,pattern: .*treatment.*
vaccine regimen,112,Treatment,keyword,MEDIUM,keyword: vaccine
drug dose,105,Treatment,keyword,HIGH,exact_match: drug
watch and wait,104,Treatment,llm,HIGH,A treatment approach where no immediate intervention is taken
Exposures,101,Treatment,llm,MEDIUM,"The label refers to the exposure of the biospecimen to certain conditions or substances, which could be related to treatment."
hours post-treatment,99,Treatment,keyword,LOW,pattern: .*treatment.*
vector,97,Treatment,llm,HIGH,Vector is a type of treatment or intervention
therapy used,92,Treatment,keyword,HIGH,exact_match: therapy
Group,89,Treatment,keyword,HIGH,exact_match: group
antibiotic treatment,87,Treatment,keyword,HIGH,exact_match: treatment
trial arm,87,Treatment,llm,HIGH,"This label likely refers to the treatment group or arm of a clinical trial, which is a characteristic of the sample."
surgery,85,Treatment,llm,HIGH,"This label likely refers to a medical intervention or treatment, which is a characteristic of the sample."
healthy control,81,Treatment,keyword,HIGH,exact_match: control
prophylaxis,81,Treatment,llm,HIGH,Prophylaxis is a type of treatment or preventive measure.
control/intervention,80,Treatment,keyword,MEDIUM,keyword: intervention
exercise intensity,80,Treatment,llm,MEDIUM,Exercise intensity could be a treatment or intervention condition.
challenge,79,Treatment,llm,HIGH,"In a biological context, a 'challenge' often refers to a treatment or intervention designed to test the response of a system or organism."
treatment status,76,Treatment,keyword,HIGH,exact_match: treatment
surgery type,76,Treatment,llm,HIGH,Surgery type is a form of treatment that can be applied to a biospecimen donor.
ear treatment,74,Treatment,keyword,HIGH,exact_match: treatment
radiation,74,Treatment,llm,HIGH,"Radiation is a type of treatment, and this label likely refers to the treatment group or condition of the biospecimen donor."
bone-marrow grafting status,74,Treatment,llm,HIGH,"Bone-marrow grafting status is a type of treatment or intervention, and this label likely refers to the treatment group or condition of the biospecimen donor."
